,Sentence,scores,compound,pos,neg,type
4431,$SKX turning. Coming from far could go far. Stock price implies you pay nothing for the business,"{'neg': 0.08, 'neu': 0.92, 'pos': 0.0, 'compound': -0.1027}",-0.1027,0.0,0.08,NEG
4432,"For 2009 , Incap expects revenue of some EUR 70 million .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4433,Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4434,"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .","{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.4019}",-0.4019,0.0,0.137,NEG
4435,According to the announcement of the Helsinki Stock Exchange the share of Sentera shall be delisted from the NM-list of the Helsinki Stock Exchange accordingly .,"{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.296}",0.296,0.084,0.0,POS
4436,"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4437,Vacon controls a further 5 % of the company via investment fund Power Fund I. EUR 1.0 = USD 1.397,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4438,The aim of the bridge solutions chosen is to minimize construction times while ensuring that traffic beneath the bridge on the Saimaa canal continues undisturbed .,"{'neg': 0.0, 'neu': 0.858, 'pos': 0.142, 'compound': 0.4215}",0.4215,0.142,0.0,POS
4439,The technology park will be built near St. Petersburg-based Pulkovo airport .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4440,"$STX long play, another consistent profit zone.. check it out https://t.co/DQfuzOzYlh https://t.co/ggne4ayzqn","{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.6486}",0.6486,0.346,0.0,POS
4441,The value of the orders is about EUR 25mn .,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.34}",0.34,0.231,0.0,POS
4442,Talentum acquired a 47.5 pct stake in Varesvuo Partners in 1997 and the remaining in 2002 and 2005 .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4443,"OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market .","{'neg': 0.0, 'neu': 0.835, 'pos': 0.165, 'compound': 0.7096}",0.7096,0.165,0.0,POS
4444,Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4445,Nokia - the world 's largest mobile phone manufacturer - and China Postel - China 's largest mobile phone distributor - have a long-standing partnership that continues to grow stronger over time .,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.3818}",0.3818,0.091,0.0,POS
4446,"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .","{'neg': 0.129, 'neu': 0.738, 'pos': 0.134, 'compound': 0.0772}",0.0772,0.134,0.129,POS
4447,"Look out for vintage fabric cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes .","{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4019}",0.4019,0.124,0.0,POS
4448,"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4449,"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team .","{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.4588}",0.4588,0.12,0.0,POS
4450,Kershaw takes up the position with immediate effect from her previous role as marketing manager of Sankey Home & Garden Products .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4451,Deliveries by Outotec will take place over 30 months .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4452,Net profit was 35.5 mln compared with 29.8 mln .,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",0.4404,0.266,0.0,POS
4453,The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI .,"{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.25}",0.25,0.059,0.0,POS
4454,RT @tomhend777 $MU needs to hold here -Broken for now. Needs big flush. Still not technically oversold so now big bounce yet,"{'neg': 0.129, 'neu': 0.871, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0.0,0.129,NEG
4455,The optimization of the steel components heating process will reduce the energy consumption .,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.5719}",0.5719,0.299,0.0,POS
4456,"M-real Corporation Stock Exchange Announcement 29 September 2006 at 4.15 p.m. Kyro Corporation and M-real Corporation , a Metsaliitto Group subsidiary , have agreed on an arrangement which gives M-real option to purchase the Kyroskoski natural gas powerplant from Kyro .","{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.5574}",0.5574,0.116,0.0,POS
4457,i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4458,"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .","{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.3818}",0.3818,0.118,0.0,POS
4459,"Press release 9 October 2009 Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4460,"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn .","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,0.225,0.0,POS
4461,"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .","{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.4404}",0.4404,0.139,0.0,POS
4462,It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4463,"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .","{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.296}",0.296,0.136,0.0,POS
4464,"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .","{'neg': 0.063, 'neu': 0.937, 'pos': 0.0, 'compound': -0.4019}",-0.4019,0.0,0.063,NEG
4465,"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4466,"That address also happens to house Italian megamart Eataly , meaning that `` Come on , kids , we 're going to the Toy Building ! ''","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4467,"`` The Intel Atom processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.5719}",0.5719,0.101,0.0,POS
4468,"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4469,Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}",0.4019,0.197,0.0,POS
4470,"Also Finnish Industry Investment , a government-owned investment company , will participate in the project .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4471,"The Committee proposes the following remuneration : a monthly remuneration of EUR 5,000 for the Chairman , EUR 3,500 for the Deputy Chairman , and EUR 2,500 for the other Board members .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4472,"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .","{'neg': 0.104, 'neu': 0.766, 'pos': 0.131, 'compound': 0.1531}",0.1531,0.131,0.104,POS
4473,`` Those uncertainties cloud the long-term outlook . '',"{'neg': 0.255, 'neu': 0.745, 'pos': 0.0, 'compound': -0.34}",-0.34,0.0,0.255,NEG
4474,hu will offer a further discount of between 25 % and 50 % on selected books .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4475,A quick `` one-stop-shop '' to understand the company .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4476,$UBNT still having some trouble at the resistance line. Should resolve soon.@cheri1 @strattonite   http://stks.co/c0sU4,"{'neg': 0.156, 'neu': 0.694, 'pos': 0.15, 'compound': -0.0258}",-0.0258,0.15,0.156,NEG
4477,Johnson Matthey profit falls but dividend rises,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.2382}",0.2382,0.245,0.0,POS
4478,"$CNDO 21% short float, shorts likely to take profits into close","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,0.225,0.0,POS
4479,Europe needs 17 new large paper machines .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4480,European traffic grew nearly 30 % .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4481,"Established in 1989 , CapMan manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EURO 3 billion $ 4 billion in total capital .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4482,The total value of the deal is USD 29mn .,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.34}",0.34,0.231,0.0,POS
4483,"26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .","{'neg': 0.063, 'neu': 0.937, 'pos': 0.0, 'compound': -0.3182}",-0.3182,0.0,0.063,NEG
4484,"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4485,Why not give your bedroom a cool makeover for summer .,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}",0.3182,0.223,0.0,POS
4486,Turnover rose to EUR21m from EUR17m .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4487,Britain's FTSE gets lift from Prudential results,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4488,"The total investment necessary will be EUR40m , the company estimated .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4489,Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,"{'neg': 0.069, 'neu': 0.776, 'pos': 0.155, 'compound': 0.4404}",0.4404,0.155,0.069,POS
4490,"FinancialWire tm is a fully independent , proprietary news wire service .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4491,"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .","{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}",0.4404,0.153,0.0,POS
4492,The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grew in July .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4493,"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .","{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}",0.4404,0.153,0.0,POS
4494,The exercise originated in Finland in the early 1930s as a training method for cross-country skiers .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4495,The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4496,"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday .","{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.3182}",0.3182,0.084,0.0,POS
4497,Finnish glass technology group Glaston Corporation ( OMX Helsinki : GLA1V ) reported on Thursday ( 14 August ) an operating profit of EUR6 .5 m on net sales of EUR201 .5 m for the period January-September 2008 .,"{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.4404}",0.4404,0.088,0.0,POS
4498,"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .","{'neg': 0.168, 'neu': 0.756, 'pos': 0.076, 'compound': -0.4019}",-0.4019,0.076,0.168,NEG
4499,News Corp. 's MySpace.com Web site will display submissions for the expanded Broadband Emmy Awards as part of an effort to identify aspiring video artists .,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.4588}",0.4588,0.111,0.0,POS
4500,"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4501,As a result some 20 persons will no longer be needed .,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}",-0.296,0.0,0.196,NEG
4502,$BBRY Actually lost .03c per share if U incl VZ as no debt and 3.1 in Cash.,"{'neg': 0.33, 'neu': 0.566, 'pos': 0.104, 'compound': -0.5859}",-0.5859,0.104,0.33,NEG
4503,Why $MCD looks set to fall further. http://stks.co/f2fgj,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4504,Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.5267}",0.5267,0.185,0.0,POS
4505,AstraZeneca's patent on asthma drug invalidated by US court,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4506,Finnish Bank of +àland +àlandsbanken has issued a profit warning .,"{'neg': 0.195, 'neu': 0.569, 'pos': 0.236, 'compound': 0.128}",0.128,0.236,0.195,POS
4507,"According to Tyrv+ñinen 's estimation , Japan is a very essential location in terms of Finnair 's Asian strategy .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4508,"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .","{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.3612}",0.3612,0.123,0.0,POS
4509,"OVA Press has a 60 % stake in the joint venture , while IMSM holds a 40 % stake .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4510,EPS dropped to EUR0 .2 from EUR0 .3 .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4511,It is a disappointment to see the plan folded .,"{'neg': 0.32, 'neu': 0.68, 'pos': 0.0, 'compound': -0.5106}",-0.5106,0.0,0.32,NEG
4512,Standard Life share price: Insurer buys advice firm Pearson Jones,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.296}",0.296,0.196,0.0,POS
4513,Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.5423}",0.5423,0.2,0.0,POS
4514,"For the fiscal year ending September 30 , 2009 the revenue from these customers was $ 10.012 million or around 11.0 % of the transportation group 's revenue .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4515,HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.5719}",0.5719,0.139,0.0,POS
4516,Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.3182}",0.3182,0.119,0.0,POS
4517,"Unlisted British Biologicals makes B - and D - proteins , and other disease-specific supplements that cover diabetes , hepatitis , asthma and other cardiovascular ailments .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4518,TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .,"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.296}",0.296,0.095,0.0,POS
4519,Amazon to attack UK grocery market with Morrisons deal,"{'neg': 0.263, 'neu': 0.593, 'pos': 0.144, 'compound': -0.34}",-0.34,0.144,0.263,NEG
4520,"Following the transaction , Tulikivi restructured its operations into the Soapstone Fireplaces Business , Natural Stone Product Business and Ceramic Products Business units .","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}",0.3612,0.111,0.0,POS
4521,Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .,"{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.5859}",0.5859,0.147,0.0,POS
4522,$SPPI..building RS. Sweet. I want this to break a new 52week. The earnings growth justifies way higher,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.7096}",0.7096,0.365,0.0,POS
4523,"We are glad that our long co-operation with SODRA continues '' , comments Stig-Goran Sandberg , Affecto 's Area Manager for Baltic operations .","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4588}",0.4588,0.13,0.0,POS
4524,"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4404}",0.4404,0.104,0.0,POS
4525,$UUP at major resistance right now. Can go much higher if it can break above. May take several attempts - few days to a week,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4526,"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .","{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.4404}",0.4404,0.068,0.0,POS
4527,The measures result from weak demand in the shipbuilding industry .,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.5267}",-0.5267,0.0,0.355,NEG
4528,We make available the following brand-new market analyses : Cement - UK Cement - Poland Cement - Belgium These analyses give a clear overview of the actual situation and future outlook of the cement industry in some European countries .,"{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.3818}",0.3818,0.073,0.0,POS
4529,"The airline has ordered nine Airbus A350-900 aircraft with deliveries from 2011 , and in doing so becomes the lead airline for the latest variant of Rolls-Royce Trent series engines , called the 1700 .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4530,"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .","{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.0772}",0.0772,0.064,0.0,POS
4531,The energy shot is packed in a 100-millilitre bag with a screw cap .,"{'neg': 0.112, 'neu': 0.72, 'pos': 0.168, 'compound': 0.1779}",0.1779,0.168,0.112,POS
4532,"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .","{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.3818}",0.3818,0.11,0.0,POS
4533,"AHMS will also offer Hotel and Hotel Project Consultancy , Management Services , Brand Franchise , Training and Sales and Marketing services on a pan-India basis .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4534,`` People who enjoy mobile games are often the same customers who enjoy experimenting with new mobile services and content .,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.7506}",0.7506,0.262,0.0,POS
4535,"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4536,All reproduction for further distribution is prohibited .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4537,"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4404}",0.4404,0.127,0.0,POS
4538,"Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .","{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.5267}",0.5267,0.15,0.0,POS
4539,"As a result , a total of 82 employees would be given notice .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4540,Talvivaara has secured a 10-year off-take agreement for 100 per cent of its main output of nickel and cobalt to Norilsk Nickel and entered into a long-term zinc streaming agreement with Nyrstar NV .,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.8442}",0.8442,0.245,0.0,POS
4541,The talks are aimed at restructuring operations and cutting costs .,"{'neg': 0.143, 'neu': 0.857, 'pos': 0.0, 'compound': -0.128}",-0.128,0.0,0.143,NEG
4542,"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4543,Legal & General share price: Finance chief to step down,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.4019}",0.4019,0.346,0.0,POS
4544,Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4404}",0.4404,0.104,0.0,POS
4545,"`` That 's a very high figure on the European scale , '' Noop said , recalling however that this also includes beer bought by Finnish tourists .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4546,The new organization consists of two business units : Charging & Messaging and Finance & Administration .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4547,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4548,"Sheryl Sandberg Sells 109,000 Shares of Facebook Inc $FB Stock https://t.co/3vXT7AMnpk via @RatingsNetwork","{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.296}",0.296,0.155,0.0,POS
4549,Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,"{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.4019}",0.4019,0.101,0.0,POS
4550,Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4551,Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.6705}",0.6705,0.186,0.0,POS
4552,Interest Heats Up for @Yahoo $YHOO - The Wall Street Journal  https://t.co/j5jVjI9bia,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4588}",0.4588,0.231,0.0,POS
4553,$LNT Increases Annual Dividend Target to $1.80/Share from $1.70/Share,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4554,"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4555,The objective of the planned measures is to achieve significant savings in the next few years .,"{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.2023}",0.2023,0.107,0.0,POS
4556,"UPDATE 1-AstraZeneca buys ZS Pharma for $2.7 billion, pips Actelion","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
4557,The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
